doc_id,pmid,sentence,text,umls_codes,umls_concept_name,possible_alternative_codes
1110,10220405,BRCA1 contains a carboxyl-terminal domain (BRCT) that is shared with several other proteins involved in maintaining genome integrity.,nan,[],nan,[]
1111,10220405,"In an effort to understand the function of BRCA1, we sought to isolate proteins that interact with the BRCT domain.",nan,[],nan,[]
1112,10220405,Purified BRCT polypeptide was used as a probe to screen a human placenta cDNA expression library by Far Western analysis.,nan,[],nan,[]
1113,10220405,"Here we report that BRCA1 interacts in vivo and in vitro with the Rb-binding proteins, RbAp46 and RbAp48, as well as with Rb.",nan,[],nan,[]
1114,10220405,"Moreover, the BRCT domain associates with the histone deacetylases HDAC1 and HDAC2.",nan,[],nan,[]
1115,10220405,"These results demonstrate that BRCA1 interacts with components of the histone deacetylase complex, and therefore may explain the involvement of BRCA1 in multiple processes such as transcription, DNA repair, and recombination..",nan,[],nan,[]
1116,102474,"By routine screening of sera, a subject was discovered who showed a sub-total deficiency of C6 and C7.",deficiency of C6,['C0398767'],Complement 6 deficiency,[]
1116,102474,"By routine screening of sera, a subject was discovered who showed a sub-total deficiency of C6 and C7.",deficiency of C6 and C7,['C1864694'],COMPLEMENT COMPONENT 7 DEFICIENCY,[]
1117,102474,"The propositus was found to have low quantities of an abnormal C6 which was both antigenically deficient and smaller in size than normal C6 (110,000 daltons compared with 140,000 daltons) and small quantities of apparently normal C7.",nan,[],nan,[]
1118,102474,It is concluded that the most likely explanation for this defect is that the subject has a structural mutation in his C6 gene which produces hyopsynthesis not only of C6 but also of the closely linked gene for C7.,nan,[],nan,[]
1119,102474,These findings suggest the possibility that C6 and C7 may function as a single genetic unit and that the primary transcript copied from the genome includes information for both proteins..,nan,[],nan,[]
1120,10323252,"Emery-Dreifuss muscular dystrophy (EDMD) is an X-linked recessive muscular dystrophy characterized by early contractures of the elbows, Achilles tendons and spine, slowly progressive muscle wasting and weakness, and cardiomyopathy associated with cardiac conduction defects.",EDMD,['C0410189'],"Muscular Dystrophy, Emery-Dreifuss",['[ C0751337 ] X-Linked Emery-Dreifuss Muscular Dystrophy']
1120,10323252,"Emery-Dreifuss muscular dystrophy (EDMD) is an X-linked recessive muscular dystrophy characterized by early contractures of the elbows, Achilles tendons and spine, slowly progressive muscle wasting and weakness, and cardiomyopathy associated with cardiac conduction defects.",Emery-Dreifuss muscular dystrophy,['C0410189'],"Muscular Dystrophy, Emery-Dreifuss",['[ C0751337 ] X-Linked Emery-Dreifuss Muscular Dystrophy']
1120,10323252,"Emery-Dreifuss muscular dystrophy (EDMD) is an X-linked recessive muscular dystrophy characterized by early contractures of the elbows, Achilles tendons and spine, slowly progressive muscle wasting and weakness, and cardiomyopathy associated with cardiac conduction defects.",muscular dystrophy,['C0026850'],Muscular Dystrophies,[]
1120,10323252,"Emery-Dreifuss muscular dystrophy (EDMD) is an X-linked recessive muscular dystrophy characterized by early contractures of the elbows, Achilles tendons and spine, slowly progressive muscle wasting and weakness, and cardiomyopathy associated with cardiac conduction defects.",muscle wasting,['C0026846'],Muscular Atrophy,[]
1120,10323252,"Emery-Dreifuss muscular dystrophy (EDMD) is an X-linked recessive muscular dystrophy characterized by early contractures of the elbows, Achilles tendons and spine, slowly progressive muscle wasting and weakness, and cardiomyopathy associated with cardiac conduction defects.",muscle wasting and weakness,['C0151786'],Muscle Weakness,[]
1120,10323252,"Emery-Dreifuss muscular dystrophy (EDMD) is an X-linked recessive muscular dystrophy characterized by early contractures of the elbows, Achilles tendons and spine, slowly progressive muscle wasting and weakness, and cardiomyopathy associated with cardiac conduction defects.",cardiomyopathy,['C0878544'],Cardiomyopathies,[]
1120,10323252,"Emery-Dreifuss muscular dystrophy (EDMD) is an X-linked recessive muscular dystrophy characterized by early contractures of the elbows, Achilles tendons and spine, slowly progressive muscle wasting and weakness, and cardiomyopathy associated with cardiac conduction defects.",cardiac conduction defects,['C0264886'],Conduction disorder of the heart,[]
1121,10323252,"The emerin gene has been mapped to Xq28 and encodes a 34-kDa serine-rich protein, emerin, which has been localized to the nuclear envelope in a wide variety of tissues, including skeletal and cardiac muscle.",nan,[],nan,[]
1122,10323252,Mutations spanning the emerin gene have been identified in patients with EDMD.,EDMD,['C0410189'],"Muscular Dystrophy, Emery-Dreifuss",['[ C0751337 ] X-Linked Emery-Dreifuss Muscular Dystrophy']
1123,10323252,"We present here the effect, on emerin protein expression, of two missense mutations identified in unrelated EDMD patients.",EDMD,['C0410189'],"Muscular Dystrophy, Emery-Dreifuss",['[ C0751337 ] X-Linked Emery-Dreifuss Muscular Dystrophy']
1124,10323252,These alterations predict the replacement of a proline residue at position 183 with either a histidine or a threonine.,nan,[],nan,[]
1125,10323252,"Biochemical analysis has demonstrated that the mobility and expression levels of the mutant forms of emerin are indistinguishable from that of wild-type emerin, but that they have weakened interactions with nuclear lamina components.",nan,[],nan,[]
1126,10323252,"In comparison with the usual EDMD phenotype, patients with P183 missense mutations have a later age at onset of first symptoms, elbow contractures, ankle contractures, upper limb weakness and lower limb weakness, but there is no difference for the age at onset of cardiac involvement.",EDMD,['C0410189'],"Muscular Dystrophy, Emery-Dreifuss",['[ C0751337 ] X-Linked Emery-Dreifuss Muscular Dystrophy']
1126,10323252,"In comparison with the usual EDMD phenotype, patients with P183 missense mutations have a later age at onset of first symptoms, elbow contractures, ankle contractures, upper limb weakness and lower limb weakness, but there is no difference for the age at onset of cardiac involvement.",nan,[],nan,[]
1127,10323252,This is the first report of protein studies on patients with missense mutations resulting in the clinical features of EDMD.,EDMD,['C0410189'],"Muscular Dystrophy, Emery-Dreifuss",['[ C0751337 ] X-Linked Emery-Dreifuss Muscular Dystrophy']
1128,10323252,These studies demonstrate the importance of proline 183 for the proper structure/function of emerin..,nan,[],nan,[]
1129,10323740,Van der Woude syndrome (VWS) is an autosomal dominant disorder comprising cleft lip and/or cleft palate and lip pits.,VWS,['C0175697'],Van der Woude syndrome,[]
1129,10323740,Van der Woude syndrome (VWS) is an autosomal dominant disorder comprising cleft lip and/or cleft palate and lip pits.,Van der Woude syndrome,['C0175697'],Van der Woude syndrome,[]
1129,10323740,Van der Woude syndrome (VWS) is an autosomal dominant disorder comprising cleft lip and/or cleft palate and lip pits.,cleft lip,['C0008924'],Cleft Lip,[]
1129,10323740,Van der Woude syndrome (VWS) is an autosomal dominant disorder comprising cleft lip and/or cleft palate and lip pits.,cleft palate,['C0008925'],Cleft Palate,[]
1129,10323740,Van der Woude syndrome (VWS) is an autosomal dominant disorder comprising cleft lip and/or cleft palate and lip pits.,lip pits,['C0341059'],Lip pits,[]
1130,10323740,These observations suggest that genetic searches for microdeletions should be routine in screening patients for causes of VWS and may facilitate the positional cloning efforts of the VWS gene and of a nearby gene or genes that may be involved in brain development..,VWS,['C0175697'],Van der Woude syndrome,[]
1131,10323740,"We reported previously a family whose underlying mutation is a 500-800 kb deletion localized to chromosome bands 1q32-q41 Sander et al., 1994: Hum Mol Genet 3:576-578.",nan,[],nan,[]
1132,10323740,"Along with cleft lip/palate and lip pits, affected relatives exhibit developmental delays, suggesting that the function of a gene nearby may also be disrupted.",cleft lip,['C0008924'],Cleft Lip,[]
1132,10323740,"Along with cleft lip/palate and lip pits, affected relatives exhibit developmental delays, suggesting that the function of a gene nearby may also be disrupted.",cleft lip/palate,['C0008925'],Cleft Palate,[]
1132,10323740,"Along with cleft lip/palate and lip pits, affected relatives exhibit developmental delays, suggesting that the function of a gene nearby may also be disrupted.",lip pits,['C0341059'],Lip pits,[]
1132,10323740,"Along with cleft lip/palate and lip pits, affected relatives exhibit developmental delays, suggesting that the function of a gene nearby may also be disrupted.",developmental delays,['C0424605'],Developmental delay (disorder),[]
1133,10323740,To further localize the VWS gene we searched for other deletions that cause VWS.,VWS,['C0175697'],Van der Woude syndrome,[]
1134,10323740,"An allele loss assay was performed using a novel highly polymorphic marker, D1S3753.",nan,[],nan,[]
1135,10323740,"In this family, the phenotype in three generations of affected individuals was confined to the cardinal signs of VWS.",VWS,['C0175697'],Van der Woude syndrome,[]
1136,10323740,"Surprisingly, mapping of the new deletion showed that it extended 0.2-1 Mb beyond the proximal breakpoint for the deletion described previously.",nan,[],nan,[]
1137,10323740,"No deletions were detected in seven cases of popliteal pterygia syndrome, 76 cases of mixed syndromic forms of cleft lip and palate, and 178 cases of nonsyndromic cleft lip and palate.",popliteal pterygia syndrome,['C0265259'],Popliteal pterygium syndrome,[]
1137,10323740,"No deletions were detected in seven cases of popliteal pterygia syndrome, 76 cases of mixed syndromic forms of cleft lip and palate, and 178 cases of nonsyndromic cleft lip and palate.",cleft lip and palate,['C0008925'],Cleft Palate,[]
1137,10323740,"No deletions were detected in seven cases of popliteal pterygia syndrome, 76 cases of mixed syndromic forms of cleft lip and palate, and 178 cases of nonsyndromic cleft lip and palate.",cleft lip,['C0008924'],Cleft Lip,[]
1137,10323740,"No deletions were detected in seven cases of popliteal pterygia syndrome, 76 cases of mixed syndromic forms of cleft lip and palate, and 178 cases of nonsyndromic cleft lip and palate.",cleft lip and palate,['C0008925'],Cleft Palate,[]
1137,10323740,"No deletions were detected in seven cases of popliteal pterygia syndrome, 76 cases of mixed syndromic forms of cleft lip and palate, and 178 cases of nonsyndromic cleft lip and palate.",cleft lip,['C0008924'],Cleft Lip,[]
1138,10330348,Fewer than half of the splicing mutations involved the canonical AG splice-acceptor site or GT splice-donor site.,nan,[],nan,[]
1139,10330348,"A higher percentage of mutations occurred at less stringently conserved sites, including silent mutations of the last nucleotide of exons, mutations in nucleotides other than the conserved AG and GT in the consensus splice sites, and creation of splice-acceptor or splice-donor sites in either introns or exons.",nan,[],nan,[]
1140,10330348,"These splicing mutations led to a variety of consequences, including exon skipping and, to a lesser degree, intron retention, activation of cryptic splice sites, or creation of new splice sites.",nan,[],nan,[]
1141,10330348,"In addition, 5 of 12 nonsense mutations and 1 missense mutation were associated with deletion in the cDNA of the exons in which the mutations occurred.",nan,[],nan,[]
1142,10330348,No ATM protein was detected by western blotting in any AT cell line in which splicing mutations were identified.,AT,['C0004135'],Ataxia Telangiectasia,[]
1143,10330348,"Several cases of exon skipping in both normal controls and patients for whom no underlying defect could be found in genomic DNA were also observed, suggesting caution in the interpretation of exon deletions observed in ATM cDNA when there is no accompanying identification of genomic mutations..",nan,[],nan,[]
1144,10330430,We identified the alpha-cardiac actin gene (ACTC) as a novel disease gene in a pedigree suffering from familial hypertrophic cardiomyopathy FHC.,FHC,['C0949658'],"Cardiomyopathy, Hypertrophic, Familial",[]
1144,10330430,We identified the alpha-cardiac actin gene (ACTC) as a novel disease gene in a pedigree suffering from familial hypertrophic cardiomyopathy FHC.,familial hypertrophic cardiomyopathy,['C0949658'],"Cardiomyopathy, Hypertrophic, Familial",[]
1146,10330430,"Further linkage analyses of plausible candidate genes highly expressed in the adult human heart identified ACTC as the most likely disease gene, showing a maximal lod score of 3.6.",nan,[],nan,[]
1147,10330430,Mutation analysis of ACTC revealed an Ala295Ser mutation in exon 5 close to 2 missense mutations recently described to cause the inherited form of idiopathic dilated cardiomyopathy IDC.,idiopathic dilated cardiomyopathy,['C1449563'],"Cardiomyopathy, Familial Idiopathic",['[C0264793 ] Primary idiopathic dilated cardiomyopathy']
1149,10330430,We hypothesize that ACTC mutations affecting sarcomere contraction lead to FHC and that mutations affecting force transmission from the sarcomere to the surrounding syncytium lead to IDC..,IDC,['C1449563'],"Cardiomyopathy, Familial Idiopathic",['[C0264793 ] Primary idiopathic dilated cardiomyopathy']
1150,10353787,"Of 16 oral mucosal lesions studied histologically, 15 represented fibroepithelial or epithelial hyperplasias and were reactive in nature.",oral mucosal lesions,['C1821273'],Oral mucosa lesions,['Irritative hyperplasia of oral mucosa [C0267018]']
1150,10353787,"Of 16 oral mucosal lesions studied histologically, 15 represented fibroepithelial or epithelial hyperplasias and were reactive in nature.",fibroepithelial or epithelial hyperplasias,['C1304927'],Fibroepithelial hyperplasia,['Irritative hyperplasia of oral mucosa [C0267018]']
1150,10353787,"Of 16 oral mucosal lesions studied histologically, 15 represented fibroepithelial or epithelial hyperplasias and were reactive in nature.",epithelial hyperplasias,['C0014599'],Epithelial hyperplasia,[]
1151,10353787,Cytoplasmic vacuolisation was evident in four.,Cytoplasmic vacuolisation,['C0010840'],Vacuolation,[]
1152,10353787,"Immunohistochemically, expression of AGA in AGU patients' mucosal lesions did not differ from that seen in corresponding lesions of normal subjects.",AGU,['C0268225'],Aspartylglucosaminuria,[]
1152,10353787,"Immunohistochemically, expression of AGA in AGU patients' mucosal lesions did not differ from that seen in corresponding lesions of normal subjects.",mucosal lesions,['C1821273'],Oral mucosa lesions,[]
1152,10353787,"Immunohistochemically, expression of AGA in AGU patients' mucosal lesions did not differ from that seen in corresponding lesions of normal subjects.",lesions,['C1821273'],Oral mucosa lesions,[]
1153,10353787,"Thus, the high frequency of mucosal overgrowth in AGU patients does not appear to be directly associated with lysosomal storage or with alterations in the level of AGA expression..",AGU,['C0268225'],Aspartylglucosaminuria,[]
1154,10353787,The main symptom is progressive mental retardation.,progressive mental retardation,['C1846149'],Progressive mental retardation,[]
1155,10353787,"A spectrum of different mutations has been reported in this disease, one missense mutation (Cys163Ser) being responsible for the majority of Finnish cases.",disease,['C0268225'],Aspartylglucosaminuria,[]
1156,10353787,We were able to examine 66 Finnish AGU patients for changes in the oral mucosa and 44 of these for changes in facial skin.,AGU,['C0268225'],Aspartylglucosaminuria,[]
1157,10353787,"Biopsy specimens of 16 oral lesions, 12 of them associated with the teeth, plus two facial lesions were studied histologically.",oral lesions,['C1821273'],Oral mucosa lesions,[]
1157,10353787,"Biopsy specimens of 16 oral lesions, 12 of them associated with the teeth, plus two facial lesions were studied histologically.",facial lesions,['C0743775'],FACE LESION,[]
1158,10353787,Immunohistochemical staining for AGA was performed on 15 oral specimens.,nan,[],nan,[]
1159,10353787,"Skin was seborrhoeic in adolescent and adult patients, with erythema of the facial skin already common in childhood.",erythema,['C0041834'],Erythema,[]
1160,10353787,"Of 44 patients, nine (20%) had facial angiofibromas, tumours primarily occurring in association with tuberous sclerosis.",angiofibromas,['C0206731'],Angiofibroma,[]
1160,10353787,"Of 44 patients, nine (20%) had facial angiofibromas, tumours primarily occurring in association with tuberous sclerosis.",tumours,['C0027651'],Neoplasms,[]
1160,10353787,"Of 44 patients, nine (20%) had facial angiofibromas, tumours primarily occurring in association with tuberous sclerosis.",tuberous sclerosis,['C0041341'],Tuberous Sclerosis,[]
1161,10353787,Oedemic buccal mucosa (leucoedema) and gingival overgrowths were more frequent in AGU patients than in controls p<0.001.,AGU,['C0268225'],Aspartylglucosaminuria,[]
1161,10353787,Oedemic buccal mucosa (leucoedema) and gingival overgrowths were more frequent in AGU patients than in controls p<0.001.,Oedemic buccal mucosa,['C0334015'],Leukedema,[]
1161,10353787,Oedemic buccal mucosa (leucoedema) and gingival overgrowths were more frequent in AGU patients than in controls p<0.001.,leucoedema,['C0334015'],Leukedema,[]
1161,10353787,Oedemic buccal mucosa (leucoedema) and gingival overgrowths were more frequent in AGU patients than in controls p<0.001.,gingival overgrowths,['C0376480'],Gingival Overgrowth,[]
1162,10364518,"The oculocerebrorenal syndrome of Lowe (OCRL) is an X-linked disorder characterized by major abnormalities of eyes, nervous system, and kidneys.",OCRL,['C0028860'],Oculocerebrorenal Syndrome,[]
1162,10364518,"The oculocerebrorenal syndrome of Lowe (OCRL) is an X-linked disorder characterized by major abnormalities of eyes, nervous system, and kidneys.",oculocerebrorenal syndrome of Lowe,['C0028860'],Oculocerebrorenal Syndrome,[]
1162,10364518,"The oculocerebrorenal syndrome of Lowe (OCRL) is an X-linked disorder characterized by major abnormalities of eyes, nervous system, and kidneys.",abnormalities of eyes,['C0015393'],Eye Abnormalities,[]
1162,10364518,"The oculocerebrorenal syndrome of Lowe (OCRL) is an X-linked disorder characterized by major abnormalities of eyes, nervous system, and kidneys.","abnormalities of eyes, nervous system",['C0497552'],Congenital neurologic anomalies,[]
1162,10364518,"The oculocerebrorenal syndrome of Lowe (OCRL) is an X-linked disorder characterized by major abnormalities of eyes, nervous system, and kidneys.","abnormalities of eyes, nervous system, and kidneys",['C0151746'],Abnormal renal function,[]
1163,10364518,This observation has direct implications for genetic counseling of Lowe syndrome families..,Lowe syndrome,['C0028860'],Oculocerebrorenal Syndrome,[]
1164,10364518,Mutations in the OCRL1 gene have been associated with the disease.,nan,[],nan,[]
1165,10364518,"OCRL1 encodes a phosphatidylinositol 4, 5-biphosphate PtdIns 4,5 P2 5-phosphatase.",nan,[],nan,[]
1166,10364518,We have examined the OCRL1 gene in eight unrelated patients with OCRL and have found seven new mutations and one recurrent in-frame deletion.,OCRL,['C0028860'],Oculocerebrorenal Syndrome,[]
1167,10364518,"Among the new mutations, two nonsense mutations (R317X and E558X) and three other frameshift mutations caused premature termination of the protein.",nan,[],nan,[]
1168,10364518,"A missense mutation, R483G, was located in the highly conserved PtdIns(4,5)P2 5-phosphatase domain.",nan,[],nan,[]
1169,10364518,"Finally, one frameshift mutation, 2799delC, modifies the C-terminal part of OCRL1, with an extension of six amino acids.",nan,[],nan,[]
1170,10364518,"Altogether, 70% of missense mutations are located in exon 15, and 52% of all mutations cluster in exons 11-15.",nan,[],nan,[]
1171,10364518,"We also identified two new microsatellite markers for the OCRL1 locus, and we detected a germline mosaicism in one family.",nan,[],nan,[]
1172,10364520,Familial Mediterranean fever (FMF) is a recessively inherited disorder that is common in patients of Armenian ancestry.,FMF,['C0031069'],Familial Mediterranean Fever,[]
1172,10364520,Familial Mediterranean fever (FMF) is a recessively inherited disorder that is common in patients of Armenian ancestry.,Familial Mediterranean fever,['C0031069'],Familial Mediterranean Fever,[]
1173,10364520,"To date, its diagnosis, which can be made only retrospectively, is one of exclusion, based entirely on nonspecific clinical signs that result from serosal inflammation and that may lead to unnecessary surgery.",serosal inflammation,[],nan,[]
1174,10364520,"Renal amyloidosis, prevented by colchicine, is the most severe complication of FMF, a disorder associated with mutations in the MEFV gene.",FMF,['C0031069'],Familial Mediterranean Fever,[]
1174,10364520,"Renal amyloidosis, prevented by colchicine, is the most severe complication of FMF, a disorder associated with mutations in the MEFV gene.",Renal amyloidosis,['C0268382'],Amyloid nephropathy,[]
1175,10364520,"To evaluate the diagnostic and prognostic value of MEFV-gene analysis, we investigated 90 Armenian FMF patients from 77 unrelated families that were not selected through genetic-linkage analysis.",FMF,['C0031069'],Familial Mediterranean Fever,[]
1176,10364520,"Eight mutations, one of which (R408Q) is new, were found to account for 93% of the 163 independent FMF alleles, with both FMF alleles identified in 89% of the patients.",nan,[],nan,[]
1177,10364520,"In several instances, family studies provided molecular evidence for pseudodominant transmission and incomplete penetrance of the disease phenotype.",nan,[],nan,[]
1178,10364520,"The M694V homozygous genotype was found to be associated with a higher prevalence of renal amyloidosis and arthritis, compared with other genotypes P=.0002 and P=.006, respectively.",renal amyloidosis,['C0268382'],Amyloid nephropathy,[]
1178,10364520,"The M694V homozygous genotype was found to be associated with a higher prevalence of renal amyloidosis and arthritis, compared with other genotypes P=.0002 and P=.006, respectively.",arthritis,['C0003864'],Arthritis,[]
1179,10364520,The demonstration of both the diagnostic and prognostic value of MEFV analysis and particular modes of inheritance should lead to new ways for management of FMF-including genetic counseling and therapeutic decisions in affected families..,FMF,['C0031069'],Familial Mediterranean Fever,[]
1180,10364521,"Identification of the FMR1 gene and the repeat-amplification mechanism causing fragile X syndrome led to development of reliable DNA-based diagnostic methods, including Southern blot hybridization and PCR.",fragile X syndrome,['C0016667'],Fragile X Syndrome,[]
1181,10364521,"In addition, this test enabled us to identify two fragile X patients who did not show the full mutation by analysis of DNA isolated from blood cells..",fragile X,['C0016667'],Fragile X Syndrome,[]
1182,10364521,Both methods are performed on DNA isolated from peripheral blood cells and measure the repeat size in FMR1.,nan,[],nan,[]
1183,10364521,"Using an immunocytochemical technique on blood smears, we recently developed a novel test for identification of patients with fragile X syndrome.",fragile X syndrome,['C0016667'],Fragile X Syndrome,[]
1184,10364521,"This method, also called antibody test",nan,[],nan,[]
1185,10364521,"Here we describe a new diagnostic test to identify male patients with fragile X syndrome, on the basis of lack of FMRP in their hair roots.",fragile X syndrome,['C0016667'],Fragile X Syndrome,[]
1186,10364521,"Expression of FMRP in hair roots was studied by use of an FMRP-specific antibody test, and the percentage of FMRP-expressing hair roots in controls and in male fragile X patients was determined.",fragile X,['C0016667'],Fragile X Syndrome,[]
1187,10364521,"Control individuals showed clear expression of FMRP in nearly every hair root, whereas male fragile X patients lacked expression of FMRP in almost all their hair roots.",fragile X,['C0016667'],Fragile X Syndrome,[]
1188,10364521,"Mentally retarded female patients with a full mutation showed FMRP expression in only some of their hair roots (<55%), and no overlap with normal female controls was observed.",Mentally retarded,['C0025362'],Mental Retardation,[]
1189,10364521,"The advantages of this test are (1) plucking of hair follicles does no appreciable harm to the mentally retarded patient, (2) hairs can be sent in a simple envelope to a diagnostic center, and (3) the result of the test is available within 5 h of plucking.",mentally retarded,['C0025362'],Mental Retardation,[]
1190,10364525,"Prostate cancer clusters in some families, and an estimated 5%-10% of all cases are estimated to result from inheritance of prostate cancer-susceptibility genes.",Prostate cancer,"['C0376358', 'C0600139']","Malignant neoplasm of prostate, Prostate carcinoma",[]
1190,10364525,"Prostate cancer clusters in some families, and an estimated 5%-10% of all cases are estimated to result from inheritance of prostate cancer-susceptibility genes.",nan,[],nan,[]
1191,10364525,We previously reported evidence of linkage to the 1q24-25 region (HPC1) in 91 North American and Swedish families each with multiple cases of prostate cancer Smith et al. 1996.,prostate cancer,"['C0376358', 'C0600139']","Malignant neoplasm of prostate, Prostate carcinoma",[]
1192,10364525,"In the present report we analyze 40 (12 original and 28 newly identified) Swedish families with hereditary prostate cancer (HPC) that, on the basis of 40 markers spanning a 25-cM interval within 1q24-25, have evidence of linkage.",prostate cancer,"['C0376358', 'C0600139']","Malignant neoplasm of prostate, Prostate carcinoma",[]
1193,10364525,"In the complete set of families, a maximum two-point LOD score of 1.10 was observed at D1S413 at a recombination fraction theta of.1 , with a maximum NPL (nonparametric linkage) Z score of 1.64 at D1S202 P=.05.",nan,[],nan,[]
1194,10364525,"The evidence of linkage to this region originated almost exclusively from the subset of 12 early-onset (age <65 years) families, which yielded a maximum LOD score of 2.38 at D1S413 (straight theta=0) and an NPL Z score of 1.95 at D1S422 P=.03.",nan,[],nan,[]
1195,10364525,"Estimates from heterogeneity tests suggest that, within Sweden, as many as 50% of early-onset families had evidence of linkage to the HPC1 region.",nan,[],nan,[]
1196,10364525,"These results are consistent with the hypothesis of linkage to HPC1 in a subset of families with prostate cancer, particularly those with an early age at diagnosis..",nan,[],nan,[]
1197,10366443,"A family of domestic cats was found that exhibited clinical and biochemical abnormalities consistent with mucopolysaccharidosis VII, an autosomal recessive lysosomal storage disorder caused by beta-glucuronidase deficiency.",mucopolysaccharidosis VII,['C0085132'],Mucopolysaccharidosis VII,[]
1197,10366443,"A family of domestic cats was found that exhibited clinical and biochemical abnormalities consistent with mucopolysaccharidosis VII, an autosomal recessive lysosomal storage disorder caused by beta-glucuronidase deficiency.",lysosomal storage disorder,['C0085078'],Lysosomal Storage Diseases,[]
1197,10366443,"A family of domestic cats was found that exhibited clinical and biochemical abnormalities consistent with mucopolysaccharidosis VII, an autosomal recessive lysosomal storage disorder caused by beta-glucuronidase deficiency.",beta-glucuronidase deficiency,['C0085132'],Mucopolysaccharidosis VII,[]
1198,10366443,beta-Glucuronidase activity was undetectable in affected cat fibroblasts and restored by retroviral gene transfer of rat beta-glucuronidase cDNA.,nan,[],nan,[]
1199,10366443,beta-Glucuronidase mRNA was normal in affected cat testis by Northern blot analysis.,nan,[],nan,[]
1200,10366443,"Normal feline beta-glucuronidase cDNA was cloned and characterized, and amplified from affected cat fibroblasts by reverse transcription coupled polymerase chain reaction.",nan,[],nan,[]
1201,10366443,"There was a G-to-A transition in the affected cat cDNA that predicted an E351K substitution, destroyed a BssSI site, and eliminated GUSB enzymatic activity in expression studies.",nan,[],nan,[]
1202,10366443,Multiple species comparison and the crystal structure of human beta-glucuronidase indicated that E351 is a highly conserved residue most likely essential in maintenance of the enzyme's conformation.,nan,[],nan,[]
1203,10366443,BssSI digestion of polymerase chain reaction products amplified from genomic DNA indicated that affected cats were homozygous and cats with half-normal beta-glucuronidase activity were heterozygous for the missense mutation.,nan,[],nan,[]
1204,10366443,"Carriers identified in this manner produced affected kittens in prospective breedings, and a feline MPS VII breeding colony has been established..",MPS VII,['C0085132'],Mucopolysaccharidosis VII,[]
1205,10369860,The chromosome 22q11 region is susceptible to rearrangements that are associated with congenital anomaly disorders and malignant tumors.,congenital anomaly disorders,['C0000768'],Congenital Abnormality,[]
1205,10369860,The chromosome 22q11 region is susceptible to rearrangements that are associated with congenital anomaly disorders and malignant tumors.,malignant tumors,"['C0006826', 'C1306459']","Malignant Neoplasms , Primary malignant neoplasm",[]
1206,10369860,We identified five additional copies of the LCR22 on 22q11 that may mediate other rearrangements leading to disease..,nan,[],nan,[]
1207,10369860,"Three congenital anomaly disorders, cat-eye syndrome, der() syndrome and velo-cardio-facial syndrome/DiGeorge syndrome (VCFS/DGS) are associated with tetrasomy, trisomy or monosomy, respectively, for part of chromosome 22q11.",VCFS,['C0220704'],Shprintzen syndrome,[]
1207,10369860,"Three congenital anomaly disorders, cat-eye syndrome, der() syndrome and velo-cardio-facial syndrome/DiGeorge syndrome (VCFS/DGS) are associated with tetrasomy, trisomy or monosomy, respectively, for part of chromosome 22q11.",DGS,['C0012236'],DiGeorge Syndrome,[]
1207,10369860,"Three congenital anomaly disorders, cat-eye syndrome, der() syndrome and velo-cardio-facial syndrome/DiGeorge syndrome (VCFS/DGS) are associated with tetrasomy, trisomy or monosomy, respectively, for part of chromosome 22q11.",congenital anomaly disorders,['C0000768'],Congenital Abnormality,[]
1207,10369860,"Three congenital anomaly disorders, cat-eye syndrome, der() syndrome and velo-cardio-facial syndrome/DiGeorge syndrome (VCFS/DGS) are associated with tetrasomy, trisomy or monosomy, respectively, for part of chromosome 22q11.",cat-eye syndrome,['C0265493'],Cat eye syndrome,[]
1207,10369860,"Three congenital anomaly disorders, cat-eye syndrome, der() syndrome and velo-cardio-facial syndrome/DiGeorge syndrome (VCFS/DGS) are associated with tetrasomy, trisomy or monosomy, respectively, for part of chromosome 22q11.",der() syndrome,[],nan,[]
1207,10369860,"Three congenital anomaly disorders, cat-eye syndrome, der() syndrome and velo-cardio-facial syndrome/DiGeorge syndrome (VCFS/DGS) are associated with tetrasomy, trisomy or monosomy, respectively, for part of chromosome 22q11.",velo-cardio-facial syndrome,['C0220704'],Shprintzen syndrome,[]
1207,10369860,"Three congenital anomaly disorders, cat-eye syndrome, der() syndrome and velo-cardio-facial syndrome/DiGeorge syndrome (VCFS/DGS) are associated with tetrasomy, trisomy or monosomy, respectively, for part of chromosome 22q11.",DiGeorge syndrome,['C0012236'],DiGeorge Syndrome,[]
1207,10369860,"Three congenital anomaly disorders, cat-eye syndrome, der() syndrome and velo-cardio-facial syndrome/DiGeorge syndrome (VCFS/DGS) are associated with tetrasomy, trisomy or monosomy, respectively, for part of chromosome 22q11.",tetrasomy,['C0333689'],Tetrasomy,[]
1207,10369860,"Three congenital anomaly disorders, cat-eye syndrome, der() syndrome and velo-cardio-facial syndrome/DiGeorge syndrome (VCFS/DGS) are associated with tetrasomy, trisomy or monosomy, respectively, for part of chromosome 22q11.",trisomy,['C0041107'],Trisomy,[]
1207,10369860,"Three congenital anomaly disorders, cat-eye syndrome, der() syndrome and velo-cardio-facial syndrome/DiGeorge syndrome (VCFS/DGS) are associated with tetrasomy, trisomy or monosomy, respectively, for part of chromosome 22q11.",monosomy,['C0026499'],Monosomy,[]
1208,10369860,VCFS/DGS is the most common syndrome associated with 22q11 rearrangements.,VCFS,['C0220704'],Shprintzen syndrome,[]
